Environmental package	Structured comment name	Example	Requirement	schemasheets cardinality	cardinality	recommended	github ticket
MiscellaneousNaturalOrArtificialEnvironment	samp_store_dur	P1Y6M	X				
MiscellaneousNaturalOrArtificialEnvironment	samp_store_loc	Freezer no:5	X				
MiscellaneousNaturalOrArtificialEnvironment	samp_store_temp	-80 degree Celsius	X				
MiscellaneousNaturalOrArtificialEnvironment	samp_vol_we_dna_ext	1500 milliliter	X				
MiscellaneousNaturalOrArtificialEnvironment	silicate	0.05 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	sodium	10.5 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	sulfate	5 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	sulfide	2 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	temp	25 degree Celsius	X				
MiscellaneousNaturalOrArtificialEnvironment	water_current	10 cubic meter per second	X				
PlantAssociated	air_temp_regm	25 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	ances_data	A/3*B	X				
PlantAssociated	antibiotic_regm	penicillin;5 milligram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	biol_stat	natural	X				
PlantAssociated	biotic_regm	sample inoculated with Rhizobium spp. Culture	X				
PlantAssociated	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
PlantAssociated	chem_mutagen	nitrous acid;0.5 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	climate_environment	tropical climate;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	cult_root_med	http://himedialabs.com/TD/PT158.pdf	X				
PlantAssociated	depth	10 meter	C				
PlantAssociated	elev	100 meter	C				
PlantAssociated	fertilizer_regm	urea;0.6 milligram per liter;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	fungicide_regm	bifonazole;1 mole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	gaseous_environment	nitric oxide;0.5 micromole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	genetic_mod	aox1A transgenic	X				
PlantAssociated	gravity	12 g;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	growth_facil	Growth chamber [CO_715:0000189]	X				
PlantAssociated	growth_habit	spreading	X				
PlantAssociated	growth_hormone_regm	abscisic acid;0.5 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	herbicide_regm	atrazine;10 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	host_age	10 days	X				
PlantAssociated	host_common_name	rice	X				
PlantAssociated	host_disease_stat	downy mildew	X				
PlantAssociated	host_dry_mass	500 gram	X				
PlantAssociated	host_genotype	Ts	X				
PlantAssociated	host_height	1 meter	X				
PlantAssociated	host_length	1 meter	X				
PlantAssociated	host_life_stage	adult	X				
PlantAssociated	host_phenotype	seed pod; green [PATO:0000320]	X				
PlantAssociated	host_subspecf_genlin	"serovar:Newport, variety:glabrum, cultivar: Red Delicious"	X				#227 & #256
PlantAssociated	host_symbiont	flukeworms	X				
PlantAssociated	host_taxid	4530	X				
PlantAssociated	host_tot_mass	2500 gram	X				
PlantAssociated	host_wet_mass	1500 gram	X				
PlantAssociated	humidity_regm	25 gram per cubic meter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	light_regm	incandescant light;10 lux;450 nanometer	X				
PlantAssociated	mechanical_damage	pruning;bark	X				
PlantAssociated	mineral_nutr_regm	potassium;15 gram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
PlantAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
PlantAssociated	non_min_nutr_regm	carbon dioxide;10 mole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
PlantAssociated	oxy_stat_samp	aerobic	X				
PlantAssociated	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
PlantAssociated	pesticide_regm	pyrethrum;0.6 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	ph_regm	7.6;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	plant_growth_med	hydroponic plant culture media [EO:0007067]	X				
PlantAssociated	plant_product	xylem sap [PO:0025539]	X				
PlantAssociated	plant_sex	Hermaphroditic	X				
PlantAssociated	plant_struc	epidermis [PO:0005679]	X				
PlantAssociated	project_name	Forest soil metagenome	M				
PlantAssociated	radiation_regm	gamma radiation;60 gray;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	rainfall_regm	15 millimeter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	root_cond	http://himedialabs.com/TD/PT158.pdf	X				
PlantAssociated	root_med_carbon	sucrose	X				
PlantAssociated	root_med_macronutr	KH2PO4;170 milligram per liter	X				
PlantAssociated	root_med_micronutr	H3BO3;6.2 milligram per liter	X				
PlantAssociated	root_med_ph	7.5	X				
PlantAssociated	root_med_regl	abscisic acid;0.75 milligram per liter	X				
PlantAssociated	root_med_solid	agar	X				
PlantAssociated	root_med_suppl	nicotinic acid;0.5 milligram per liter	X				
PlantAssociated	salinity	25 practical salinity unit	X				
PlantAssociated	salt_regm	NaCl;5 gram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	samp_capt_status	farm sample	X				
PlantAssociated	samp_dis_stage	infection	X				
PlantAssociated	samp_name	ISDsoil1	M				
PlantAssociated	samp_store_dur	P1Y6M	X				
PlantAssociated	samp_store_loc	Freezer no:5	X				
PlantAssociated	samp_store_temp	-80 degree Celsius	X				
PlantAssociated	samp_vol_we_dna_ext	1500 milliliter	X				
PlantAssociated	season_environment	rainy;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	standing_water_regm	standing water;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	temp	25 degree Celsius	X				
PlantAssociated	tiss_cult_growth_med	https://link.springer.com/content/pdf/10.1007/BF02796489.pdf	X				
PlantAssociated	water_temp_regm	15 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
PlantAssociated	watering_regm	1 liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X				
Sediment	alkalinity	50 milligram per liter	X				
Sediment	alkyl_diethers	0.005 mole per liter	X				
Sediment	aminopept_act	0.269 mole per liter per hour	X				
Sediment	ammonium	1.5 milligram per liter	X				
Sediment	bacteria_carb_prod	2.53 microgram per liter per hour	X				
Sediment	biomass	total;20 gram	X				
Sediment	bishomohopanol	14 microgram per liter	X				
Sediment	bromide	0.05 parts per million	X				
Sediment	calcium	0.2 micromole per liter	X				
Sediment	carb_nitro_ratio	0.417361111	X				
Sediment	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
Sediment	chloride	5000 milligram per liter	X				
Sediment	chlorophyll	5 milligram per cubic meter	X				
Sediment	density	1000 kilogram per cubic meter	X				
Sediment	depth	10 meter	M				
Sediment	diether_lipids	0.2 nanogram per liter	X				
Sediment	diss_carb_dioxide	5 milligram per liter	X				
Sediment	diss_hydrogen	0.3 micromole per liter	X				
Sediment	diss_inorg_carb	2059 micromole per kilogram	X				
Sediment	diss_org_carb	197 micromole per liter	X				
Sediment	diss_org_nitro	0.05 micromole per liter	X				
Sediment	diss_oxygen	175 micromole per kilogram	X				
Sediment	elev	100 meter	C				
Sediment	glucosidase_act	5 mol per liter per hour	X				
Sediment	magnesium	52.8 micromole per kilogram	X				
Sediment	mean_frict_vel	0.5 meter per second	X				
Sediment	mean_peak_frict_vel	1 meter per second	X				
Sediment	methane	0.15 micromole per liter	X				
Sediment	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
Sediment	n_alkanes	n-hexadecane;100 milligram per liter	X				
Sediment	nitrate	65 micromole per liter	X				
Sediment	nitrite	0.5 micromole per liter	X				
Sediment	nitro	4.2 micromole per liter	X				
Sediment	org_carb	1.5 microgram per liter	X				
Sediment	org_matter	1.75 milligram per cubic meter	X				
Sediment	org_nitro	4 micromole per liter	X				
Sediment	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
Sediment	oxy_stat_samp	aerobic	X				
Sediment	part_org_carb	1.92 micromole per liter	X				
Sediment	particle_class		X				
Sediment	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
Sediment	petroleum_hydrocarb	0.05 micromole per liter	X				
Sediment	ph	7.2	X				
Sediment	phaeopigments	2.5 milligram per cubic meter	X				
Sediment	phosphate	0.7 micromole per liter	X				
Sediment	phosplipid_fatt_acid	2.98 milligram per liter	X				
Sediment	porosity		X				
Sediment	potassium	463 milligram per liter	X				
Sediment	pressure	50 atmosphere	X				
Sediment	project_name	Forest soil metagenome	M				
Sediment	redox_potential	300 millivolt	X				
Sediment	salinity	25 practical salinity unit	X				
Sediment	samp_name	ISDsoil1	M				
Sediment	samp_store_dur	P1Y6M	X				
Sediment	samp_store_loc	Freezer no:5	X				
Sediment	samp_store_temp	-80 degree Celsius	X				
Sediment	samp_vol_we_dna_ext	1500 milliliter	X				
Sediment	sediment_type	biogenous	X				
Sediment	silicate	0.05 micromole per liter	X				
Sediment	sodium	10.5 milligram per liter	X				
Sediment	sulfate	5 micromole per liter	X				
Sediment	sulfide	2 micromole per liter	X				
Sediment	temp	25 degree Celsius	X				
Sediment	tidal_stage	high tide	X				
Sediment	tot_carb		X				
Sediment	tot_depth_water_col	500 meter	X				
Sediment	tot_nitro_content		X				
Sediment	tot_org_carb		X				
Sediment	turbidity	0.3 nephelometric turbidity units	X				
Sediment	water_content		X				
Soil	agrochem_addition	roundup;5 milligram per liter;2018-06-21	X				
Soil	al_sat		X				
Soil	al_sat_meth		X				
Soil	annual_precpt		X				
Soil	annual_temp	12.5 degree Celsius	X				
Soil	crop_rotation	yes;R2/2017-01-01/2018-12-31/P6M	X				
Soil	cur_land_use	conifers	X				
Soil	cur_vegetation		X				
Soil	cur_vegetation_meth		X				
Soil	depth	10 meter	M				
Soil	drainage_class	well	X				
Soil	elev	100 meter	M				
Soil	extreme_event		X				
Soil	fao_class	Luvisols	X				
Soil	fire		X				
Soil	flooding		X				
Soil	heavy_metals	mercury;0.09 micrograms per gram	X				
Soil	heavy_metals_meth		X				
Soil	horizon_meth		X				
Soil	link_addit_analys		X				
Soil	link_class_info		X				
Soil	link_climate_info		X				
Soil	local_class		X				
Soil	local_class_meth		X				
Soil	micro_biomass_meth		X				
Soil	microbial_biomass		X				
Soil	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
Soil	org_matter	1.75 milligram per cubic meter	X				
Soil	org_nitro	4 micromole per liter	X				
Soil	ph	7.2	X				
Soil	ph_meth		X				
Soil	pool_dna_extracts	yes;5	X				
Soil	prev_land_use_meth		X				
Soil	previous_land_use		X				
Soil	profile_position	summit	X				
Soil	project_name	Forest soil metagenome	M				
Soil	salinity_meth		X				
Soil	samp_name	ISDsoil1	M				
Soil	samp_vol_we_dna_ext	1500 milliliter	X				
Soil	season_precpt		X				
Soil	season_temp	18 degree Celsius	X				
Soil	sieving		X				
Soil	slope_aspect		X				
Soil	slope_gradient		X				
Soil	soil_horizon	A horizon	X				
Soil	soil_text_measure		X				
Soil	soil_texture_meth		X				
Soil	soil_type	plinthosol [ENVO:00002250]	X				
Soil	soil_type_meth		X				
Soil	store_cond	-20 degree Celsius freezer;P2Y10D	X				
Soil	temp	25 degree Celsius	X				
Soil	tillage	chisel	X				
Soil	tot_nitro_cont_meth		X				
Soil	tot_nitro_content		X				
Soil	tot_org_c_meth		X				
Soil	tot_org_carb		X				
Soil	water_cont_soil_meth		X				
Soil	water_content		X				
SymbiontAssociated	alt	100 meter	C				
SymbiontAssociated	association_duration		X				#181
SymbiontAssociated	chem_administration		X				
SymbiontAssociated	collection_date	2018-05-11T10:00:00+01:00; 2018-05-11	M				
SymbiontAssociated	depth	10 meter	C				
SymbiontAssociated	elev	100 meter	C				
SymbiontAssociated	env_broad_scale	forest biome [ENVO:01000174]	M				
SymbiontAssociated	env_local_scale	litter layer [ENVO:01000338]	M				
SymbiontAssociated	env_medium	intestine environment [ENVO:2100002]	M				
SymbiontAssociated	geo_loc_name	"USA: Maryland, Bethesda"	M				
SymbiontAssociated	gravidity		X				
SymbiontAssociated	host_age		X				
SymbiontAssociated	host_body_habitat	anterior end of a tapeworm	X				
SymbiontAssociated	host_body_product	Portion of mucus [fma66938]	X				
SymbiontAssociated	host_body_site	scolex [UBERON:0015119]	X				
SymbiontAssociated	host_cellular_loc	extracellular	C				#179
SymbiontAssociated	host_color		X				
SymbiontAssociated	host_common_name	trematode	X				
SymbiontAssociated	host_dependence	obligate	M				#169
SymbiontAssociated	host_dry_mass		X				
SymbiontAssociated	host_family_relationship	clone;P15	X				
SymbiontAssociated	host_genotype		X				
SymbiontAssociated	host_growth_cond		X				
SymbiontAssociated	host_height		X				
SymbiontAssociated	host_infra_specific_name		X				
SymbiontAssociated	host_infra_specific_rank		X				
SymbiontAssociated	host_length		X				
SymbiontAssociated	host_life_stage	redia	M				
SymbiontAssociated	host_number	3	X				#174
SymbiontAssociated	host_of_host_coinf	Maritrema novaezealandense	X				#182
SymbiontAssociated	host_of_host_disease	rabies [DOID:11260]	X				#186
SymbiontAssociated	host_of_host_env_loc	small intestine[uberon:0002108]	X				#197
SymbiontAssociated	host_of_host_env_med	feces[uberon:0001988]	X				#198
SymbiontAssociated	host_of_host_fam_rel		X				#187
SymbiontAssociated	host_of_host_geno		X				#190
SymbiontAssociated	host_of_host_gravid		X				#192
SymbiontAssociated	host_of_host_infname		X				#188
SymbiontAssociated	host_of_host_infrank		X				#189
SymbiontAssociated	host_of_host_name	snail	X				#183
SymbiontAssociated	host_of_host_pheno		X				#191
SymbiontAssociated	host_of_host_sub_id	H3	X				#185
SymbiontAssociated	host_of_host_taxid	145637	X				#184
SymbiontAssociated	host_of_host_totmass		X				#193
SymbiontAssociated	host_phenotype	soldier	X				
SymbiontAssociated	host_sex		X				
SymbiontAssociated	host_shape		X				
SymbiontAssociated	host_specificity	species-specific	C				#176
SymbiontAssociated	host_subject_id	P14	X				
SymbiontAssociated	host_substrate		X				
SymbiontAssociated	host_symbiont	Paragordius varius	X				#175
SymbiontAssociated	host_taxid	395013	X				
SymbiontAssociated	host_tot_mass		X				
SymbiontAssociated	lat_lon	50.586825 6.408977	M				
SymbiontAssociated	misc_param		X				
SymbiontAssociated	mode_transmission	horizontal:castrator	C				#172
SymbiontAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
SymbiontAssociated	oxy_stat_samp	aerobic	X				
SymbiontAssociated	perturbation		X				
SymbiontAssociated	project_name	Forest soil metagenome	M				
SymbiontAssociated	route_transmission		X				#173
SymbiontAssociated	samp_salinity	1 milligram per liter	X				
SymbiontAssociated	samp_store_dur	P1Y6M	X				
SymbiontAssociated	samp_store_loc	Freezer no:5	X				
SymbiontAssociated	samp_store_sol	5% ethanol	X				#194
SymbiontAssociated	samp_store_temp		X				
SymbiontAssociated	samp_vol_we_dna_ext		X				
SymbiontAssociated	sample_name	ISDsoil1	M				
SymbiontAssociated	source_mat_id	MPI012345	X				
SymbiontAssociated	sym_life_cycle_type	complex life cycle	M				#171
SymbiontAssociated	symbiont_host_role	intermediate	C				#177
SymbiontAssociated	temp	25 degree Celsius	X				
SymbiontAssociated	type_of_symbiosis	parasitic	C				#170
WastewaterSludge	alkalinity	50 milligram per liter	X				
WastewaterSludge	biochem_oxygen_dem		X				
WastewaterSludge	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
WastewaterSludge	chem_oxygen_dem		X				
WastewaterSludge	depth	10 meter	C				
WastewaterSludge	efficiency_percent		X				
WastewaterSludge	emulsions		X				
WastewaterSludge	gaseous_substances		X				
WastewaterSludge	indust_eff_percent		X				
WastewaterSludge	inorg_particles		X				
WastewaterSludge	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
WastewaterSludge	nitrate	65 micromole per liter	X				
WastewaterSludge	org_particles		X				
WastewaterSludge	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
WastewaterSludge	oxy_stat_samp	aerobic	X				
WastewaterSludge	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
WastewaterSludge	ph	7.2	X				
WastewaterSludge	phosphate	0.7 micromole per liter	X				
WastewaterSludge	pre_treatment		X				
WastewaterSludge	primary_treatment		X				
WastewaterSludge	project_name	Forest soil metagenome	M				
WastewaterSludge	reactor_type		X				
WastewaterSludge	salinity	25 practical salinity unit	X				
WastewaterSludge	samp_name	ISDsoil1	M				
WastewaterSludge	samp_store_dur	P1Y6M	X				
WastewaterSludge	samp_store_loc	Freezer no:5	X				
WastewaterSludge	samp_store_temp	-80 degree Celsius	X				
WastewaterSludge	samp_vol_we_dna_ext	1500 milliliter	X				
WastewaterSludge	secondary_treatment		X				
WastewaterSludge	sewage_type		X				
WastewaterSludge	sludge_retent_time		X				
WastewaterSludge	sodium	10.5 milligram per liter	X				
WastewaterSludge	soluble_inorg_mat		X				
WastewaterSludge	soluble_org_mat		X				
WastewaterSludge	suspend_solids		X				
WastewaterSludge	temp	25 degree Celsius	X				
WastewaterSludge	tertiary_treatment		X				
WastewaterSludge	tot_nitro	50 micromole per liter	X				
WastewaterSludge	tot_phosphate		X				
WastewaterSludge	wastewater_type		X				
Water	alkalinity	50 milligram per liter	X				
Water	alkalinity_method	titration	X				
Water	alkyl_diethers	0.005 mole per liter	X				
Water	aminopept_act	0.269 mole per liter per hour	X				
Water	ammonium	1.5 milligram per liter	X				
Water	atmospheric_data	wind speed;9 knots	X				
Water	bac_prod	5 milligram per cubic meter per day	X				
Water	bac_resp	300 micromole oxygen per liter per hour	X				
Water	bacteria_carb_prod	2.53 microgram per liter per hour	X				
Water	biomass	total;20 gram	X				
Water	bishomohopanol	14 microgram per liter	X				
Water	bromide	0.05 parts per million	X				
Water	calcium	0.2 micromole per liter	X				
Water	carb_nitro_ratio	0.417361111	X				
Water	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
Water	chloride	5000 milligram per liter	X				
Water	chlorophyll	5 milligram per cubic meter	X				
Water	conduc	10 milliSiemens per centimeter	X				
Water	density	1000 kilogram per cubic meter	X				
Water	depth	10 meter	M				
Water	diether_lipids	0.2 nanogram per liter	X				
Water	diss_carb_dioxide	5 milligram per liter	X				
Water	diss_hydrogen	0.3 micromole per liter	X				
Water	diss_inorg_carb	2059 micromole per kilogram	X				
Water	diss_inorg_nitro	761 micromole per liter	X				
Water	diss_inorg_phosp	56.5 micromole per liter	X				
Water	diss_org_carb	197 micromole per liter	X				
Water	diss_org_nitro	0.05 micromole per liter	X				
Water	diss_oxygen	175 micromole per kilogram	X				
Water	down_par	28.71 microEinstein per square meter per second	X				
Water	elev	100 meter	C				
Water	fluor	2.5 volts	X				
Water	glucosidase_act	5 mol per liter per hour	X				
Water	light_intensity	0.3 lux	X				
Water	magnesium	52.8 micromole per kilogram	X				
Water	mean_frict_vel	0.5 meter per second	X				
Water	mean_peak_frict_vel	1 meter per second	X				
Water	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
Water	n_alkanes	n-hexadecane;100 milligram per liter	X				
Water	nitrate	65 micromole per liter	X				
Water	nitrite	0.5 micromole per liter	X				
Water	nitro	4.2 micromole per liter	X				
Water	org_carb	1.5 microgram per liter	X				
Water	org_matter	1.75 milligram per cubic meter	X				
Water	org_nitro	4 micromole per liter	X				
Water	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
Water	oxy_stat_samp	aerobic	X				
Water	part_org_carb	1.92 micromole per liter	X				
Water	part_org_nitro	0.3 micromole per liter	X				
Water	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
Water	petroleum_hydrocarb	0.05 micromole per liter	X				
Water	ph	7.2	X				
Water	phaeopigments	2.5 milligram per cubic meter	X				
Water	phosphate	0.7 micromole per liter	X				
Water	phosplipid_fatt_acid	2.98 milligram per liter	X				
Water	photon_flux	3.926 micromole photons per second per square meter	X				
Water	potassium	463 milligram per liter	X				
Water	pressure	50 atmosphere	X				
Water	primary_prod	100 milligram per cubic meter per day	X				
Water	project_name	Forest soil metagenome	M				
Water	redox_potential	300 millivolt	X				
Water	salinity	25 practical salinity unit	X				
Water	samp_name	ISDsoil1	M				
Water	samp_store_dur	P1Y6M	X				
Water	samp_store_loc	Freezer no:5	X				
Water	samp_store_temp	-80 degree Celsius	X				
Water	samp_vol_we_dna_ext	1500 milliliter	X				
Water	silicate	0.05 micromole per liter	X				
Water	size_frac_low	0.2 micrometer	X				
Water	size_frac_up	20 micrometer	X				
Water	sodium	10.5 milligram per liter	X				
Water	soluble_react_phosp	0.1 milligram per liter	X				
Water	sulfate	5 micromole per liter	X				
Water	sulfide	2 micromole per liter	X				
Water	suspend_part_matter	0.5 milligram per liter	X				
Water	temp	25 degree Celsius	X				
Water	tidal_stage	high tide	X				
Water	tot_depth_water_col	500 meter	X				
Water	tot_diss_nitro	40 microgram per liter	X				
Water	tot_inorg_nitro	40 microgram per liter	X				
Water	tot_nitro	50 micromole per liter	X				
Water	tot_part_carb	35 micromole per liter	X				
Water	tot_phosp	0.03 milligram per liter	X				
Water	turbidity	0.3 nephelometric turbidity units	X				
Water	water_current	10 cubic meter per second	X				
