Environmental package	Structured comment name	Example	Requirement	Preferred unit	github ticket
HydrocarbonResourcesFluidsSwabs	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HydrocarbonResourcesFluidsSwabs	oxy_stat_samp	aerobic	X		
HydrocarbonResourcesFluidsSwabs	samp_store_loc	Freezer no:5	X		
HydrocarbonResourcesFluidsSwabs	hcr	Oil Sand	M		
HydrocarbonResourcesFluidsSwabs	hc_produced	Gas	M		
HydrocarbonResourcesFluidsSwabs	lithology	Volcanic	C		
HydrocarbonResourcesFluidsSwabs	depos_env	Marine - Reef	C		
HydrocarbonResourcesFluidsSwabs	hcr_geol_age	Silurian	C		
HydrocarbonResourcesFluidsSwabs	samp_type	built environment sample [GENEPIO:0001248]	M		
HydrocarbonResourcesFluidsSwabs	samp_subtype	biofilm	C		
HydrocarbonResourcesFluidsSwabs	ph	7.2	C		
HydrocarbonResourcesFluidsSwabs	prod_start_date	5/11/18	C		
HydrocarbonResourcesFluidsSwabs	add_recov_method	Polymer Addition;2018-06-21T14:30Z	M		
HydrocarbonResourcesFluidsSwabs	iw_bt_date_well	5/11/18	X		
HydrocarbonResourcesFluidsSwabs	biocide	ALPHA 1427;Baker Hughes;2008-01-23	C		
HydrocarbonResourcesFluidsSwabs	chem_treatment	ACCENT 1125;DOW;2010-11-17	X		
HydrocarbonResourcesFluidsSwabs	samp_collect_point	well	M		
HydrocarbonResourcesFluidsSwabs	samp_name	ISDsoil1	M		
MicrobialMatBiofilm	depth	10 meter	C	meter	
MicrobialMatBiofilm	project_name	Forest soil metagenome	M		
MicrobialMatBiofilm	elev	100 meter	C	meter	
MicrobialMatBiofilm	methane	0.15 micromole per liter	X	"micromole per liter, parts per billion, parts per million"	
MicrobialMatBiofilm	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
MicrobialMatBiofilm	samp_store_temp	-80 degree Celsius	X	degree Celsius	
MicrobialMatBiofilm	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
MicrobialMatBiofilm	temp	25 degree Celsius	X	degree Celsius	
MicrobialMatBiofilm	samp_store_dur	P1Y6M	X		
MicrobialMatBiofilm	diss_oxygen	175 micromole per kilogram	X	"micromole per kilogram, milligram per liter"	
MicrobialMatBiofilm	glucosidase_act	5 mol per liter per hour	X	mol per liter per hour	
MicrobialMatBiofilm	diss_org_nitro	0.05 micromole per liter	X	"microgram per liter, milligram per liter"	
MicrobialMatBiofilm	aminopept_act	0.269 mole per liter per hour	X	mole per liter per hour	
MicrobialMatBiofilm	bacteria_carb_prod	2.53 microgram per liter per hour	X	nanogram per hour	
MicrobialMatBiofilm	biomass	total;20 gram	X	"ton, kilogram, gram"	
MicrobialMatBiofilm	bishomohopanol	14 microgram per liter	X	"microgram per liter, microgram per gram"	
MicrobialMatBiofilm	bromide	0.05 parts per million	X	parts per million	
MicrobialMatBiofilm	chlorophyll	5 milligram per cubic meter	X	"milligram per cubic meter, microgram per liter"	
MicrobialMatBiofilm	diether_lipids	0.2 nanogram per liter	X	nanogram per liter	
MicrobialMatBiofilm	diss_hydrogen	0.3 micromole per liter	X	micromole per liter	
MicrobialMatBiofilm	phaeopigments	2.5 milligram per cubic meter	X	milligram per cubic meter	
MicrobialMatBiofilm	phosplipid_fatt_acid	2.98 milligram per liter	X	"mole per gram, mole per liter"	
MicrobialMatBiofilm	redox_potential	300 millivolt	X	millivolt	
MicrobialMatBiofilm	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
MicrobialMatBiofilm	silicate	0.05 micromole per liter	X	micromole per liter	
MicrobialMatBiofilm	water_content		X	gram per gram or cubic centimeter per cubic centimeter	
MicrobialMatBiofilm	turbidity	0.3 nephelometric turbidity units	X	"formazin turbidity unit, formazin nephelometric units"	
MicrobialMatBiofilm	org_matter	1.75 milligram per cubic meter	X	microgram per liter	
MicrobialMatBiofilm	org_nitro	4 micromole per liter	X	microgram per liter	
MicrobialMatBiofilm	carb_nitro_ratio	0.417361111	X		
MicrobialMatBiofilm	pressure	50 atmosphere	X	atmosphere	
MicrobialMatBiofilm	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
MicrobialMatBiofilm	sulfate	5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MicrobialMatBiofilm	sulfide	2 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MicrobialMatBiofilm	nitrate	65 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MicrobialMatBiofilm	nitrite	0.5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MicrobialMatBiofilm	ammonium	1.5 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
MicrobialMatBiofilm	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
MicrobialMatBiofilm	chloride	5000 milligram per liter	X	"milligram per liter, parts per million"	
MicrobialMatBiofilm	potassium	463 milligram per liter	X	"milligram per liter, parts per million"	
MicrobialMatBiofilm	magnesium	52.8 micromole per kilogram	X	"mole per liter, milligram per liter, parts per million, micromole per kilogram"	
MicrobialMatBiofilm	calcium	0.2 micromole per liter	X	"milligram per liter, micromole per liter, parts per million"	
MicrobialMatBiofilm	diss_org_carb	197 micromole per liter	X	"micromole per liter, milligram per liter"	
MicrobialMatBiofilm	diss_inorg_carb	2059 micromole per kilogram	X	"microgram per liter, milligram per liter, parts per million"	
MicrobialMatBiofilm	diss_carb_dioxide	5 milligram per liter	X	"micromole per liter, milligram per liter"	
MicrobialMatBiofilm	alkyl_diethers	0.005 mole per liter	X	mole per liter	
MicrobialMatBiofilm	mean_frict_vel	0.5 meter per second	X	meter per second	
MicrobialMatBiofilm	mean_peak_frict_vel	1 meter per second	X	meter per second	
MicrobialMatBiofilm	n_alkanes	n-hexadecane;100 milligram per liter	X	micromole per liter	
MicrobialMatBiofilm	nitro	4.2 micromole per liter	X	micromole per liter	
MicrobialMatBiofilm	phosphate	0.7 micromole per liter	X	micromole per liter	
MicrobialMatBiofilm	org_carb	1.5 microgram per liter	X	micromole per liter	
MicrobialMatBiofilm	part_org_carb	1.92 micromole per liter	X	microgram per liter	
MicrobialMatBiofilm	petroleum_hydrocarb	0.05 micromole per liter	X	micromole per liter	
MicrobialMatBiofilm	tot_carb		X	microgram per liter	
MicrobialMatBiofilm	tot_nitro_content		X	"microgram per liter, micromole per liter, milligram per liter"	
MicrobialMatBiofilm	tot_org_carb		X	gram Carbon per kilogram sample material	
MicrobialMatBiofilm	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
MicrobialMatBiofilm	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
MicrobialMatBiofilm	oxy_stat_samp	aerobic	X		
MicrobialMatBiofilm	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
MicrobialMatBiofilm	samp_store_loc	Freezer no:5	X		
MicrobialMatBiofilm	ph	7.2	X		
MicrobialMatBiofilm	samp_name	ISDsoil1	M		
MiscellaneousNaturalOrArtificialEnvironment	depth	10 meter	C	meter	
MiscellaneousNaturalOrArtificialEnvironment	project_name	Forest soil metagenome	M		
MiscellaneousNaturalOrArtificialEnvironment	elev	100 meter	C	meter	
MiscellaneousNaturalOrArtificialEnvironment	alt	100 meter	C	meter	
MiscellaneousNaturalOrArtificialEnvironment	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
MiscellaneousNaturalOrArtificialEnvironment	samp_store_temp	-80 degree Celsius	X	degree Celsius	
MiscellaneousNaturalOrArtificialEnvironment	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
MiscellaneousNaturalOrArtificialEnvironment	temp	25 degree Celsius	X	degree Celsius	
MiscellaneousNaturalOrArtificialEnvironment	samp_store_dur	P1Y6M	X		
MiscellaneousNaturalOrArtificialEnvironment	diss_oxygen	175 micromole per kilogram	X	"micromole per kilogram, milligram per liter"	
MiscellaneousNaturalOrArtificialEnvironment	diss_org_nitro	0.05 micromole per liter	X	"microgram per liter, milligram per liter"	
MiscellaneousNaturalOrArtificialEnvironment	biomass	total;20 gram	X	"ton, kilogram, gram"	
MiscellaneousNaturalOrArtificialEnvironment	bromide	0.05 parts per million	X	parts per million	
MiscellaneousNaturalOrArtificialEnvironment	chlorophyll	5 milligram per cubic meter	X	"milligram per cubic meter, microgram per liter"	
MiscellaneousNaturalOrArtificialEnvironment	diether_lipids	0.2 nanogram per liter	X	nanogram per liter	
MiscellaneousNaturalOrArtificialEnvironment	diss_hydrogen	0.3 micromole per liter	X	micromole per liter	
MiscellaneousNaturalOrArtificialEnvironment	phosplipid_fatt_acid	2.98 milligram per liter	X	"mole per gram, mole per liter"	
MiscellaneousNaturalOrArtificialEnvironment	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
MiscellaneousNaturalOrArtificialEnvironment	silicate	0.05 micromole per liter	X	micromole per liter	
MiscellaneousNaturalOrArtificialEnvironment	water_current	10 cubic meter per second	X	"cubic meter per second, knots"	
MiscellaneousNaturalOrArtificialEnvironment	org_matter	1.75 milligram per cubic meter	X	microgram per liter	
MiscellaneousNaturalOrArtificialEnvironment	org_nitro	4 micromole per liter	X	microgram per liter	
MiscellaneousNaturalOrArtificialEnvironment	pressure	50 atmosphere	X	atmosphere	
MiscellaneousNaturalOrArtificialEnvironment	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
MiscellaneousNaturalOrArtificialEnvironment	sulfate	5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	sulfide	2 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	nitrate	65 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	nitrite	0.5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	ammonium	1.5 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	chloride	5000 milligram per liter	X	"milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	potassium	463 milligram per liter	X	"milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	calcium	0.2 micromole per liter	X	"milligram per liter, micromole per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb	2059 micromole per kilogram	X	"microgram per liter, milligram per liter, parts per million"	
MiscellaneousNaturalOrArtificialEnvironment	density	1000 kilogram per cubic meter	X	"gram per cubic meter, gram per cubic centimeter"	
MiscellaneousNaturalOrArtificialEnvironment	diss_carb_dioxide	5 milligram per liter	X	"micromole per liter, milligram per liter"	
MiscellaneousNaturalOrArtificialEnvironment	nitro	4.2 micromole per liter	X	micromole per liter	
MiscellaneousNaturalOrArtificialEnvironment	phosphate	0.7 micromole per liter	X	micromole per liter	
MiscellaneousNaturalOrArtificialEnvironment	org_carb	1.5 microgram per liter	X	micromole per liter	
MiscellaneousNaturalOrArtificialEnvironment	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
MiscellaneousNaturalOrArtificialEnvironment	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
MiscellaneousNaturalOrArtificialEnvironment	oxy_stat_samp	aerobic	X		
MiscellaneousNaturalOrArtificialEnvironment	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
MiscellaneousNaturalOrArtificialEnvironment	samp_store_loc	Freezer no:5	X		
MiscellaneousNaturalOrArtificialEnvironment	ph	7.2	X		
MiscellaneousNaturalOrArtificialEnvironment	samp_name	ISDsoil1	M		
PlantAssociated	depth	10 meter	C	meter	
PlantAssociated	host_disease_stat	downy mildew	X		
PlantAssociated	project_name	Forest soil metagenome	M		
PlantAssociated	elev	100 meter	C	meter	
PlantAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
PlantAssociated	samp_store_temp	-80 degree Celsius	X	degree Celsius	
PlantAssociated	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
PlantAssociated	temp	25 degree Celsius	X	degree Celsius	
PlantAssociated	samp_store_dur	P1Y6M	X		
PlantAssociated	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
PlantAssociated	ances_data	A/3*B	X		
PlantAssociated	host_common_name	rice	X		
PlantAssociated	samp_dis_stage	infection	X		
PlantAssociated	host_taxid	4530	X		
PlantAssociated	host_life_stage	adult	X		
PlantAssociated	host_age	10 days	X	"year, day, hour"	
PlantAssociated	host_length	1 meter	X	"centimeter, millimeter, meter"	
PlantAssociated	host_dry_mass	500 gram	X	"kilogram, gram"	
PlantAssociated	host_tot_mass	2500 gram	X	"kilogram, gram"	
PlantAssociated	host_height	1 meter	X	"centimeter, millimeter, meter"	
PlantAssociated	host_genotype	Ts	X		
PlantAssociated	air_temp_regm	25 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	meter	
PlantAssociated	antibiotic_regm	penicillin;5 milligram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	milligram	
PlantAssociated	chem_mutagen	nitrous acid;0.5 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	milligram per liter	
PlantAssociated	fertilizer_regm	urea;0.6 milligram per liter;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	fungicide_regm	bifonazole;1 mole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	gaseous_environment	nitric oxide;0.5 micromole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	micromole per liter	
PlantAssociated	gravity	12 g;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"meter per square second, g"	
PlantAssociated	growth_hormone_regm	abscisic acid;0.5 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	herbicide_regm	atrazine;10 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	host_wet_mass	1500 gram	X	"kilogram, gram"	
PlantAssociated	humidity_regm	25 gram per cubic meter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	gram per cubic meter	
PlantAssociated	light_regm	incandescant light;10 lux;450 nanometer	X	"lux; micrometer, nanometer, angstrom"	
PlantAssociated	mineral_nutr_regm	potassium;15 gram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	non_min_nutr_regm	carbon dioxide;10 mole per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	pesticide_regm	pyrethrum;0.6 milligram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, mole per liter, milligram per liter"	
PlantAssociated	radiation_regm	gamma radiation;60 gray;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"rad, gray"	
PlantAssociated	rainfall_regm	15 millimeter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	millimeter	
PlantAssociated	root_med_carbon	sucrose	X	milligram per liter	
PlantAssociated	root_med_macronutr	KH2PO4;170 milligram per liter	X	milligram per liter	
PlantAssociated	root_med_micronutr	H3BO3;6.2 milligram per liter	X	milligram per liter	
PlantAssociated	root_med_suppl	nicotinic acid;0.5 milligram per liter	X	milligram per liter	
PlantAssociated	root_med_regl	abscisic acid;0.75 milligram per liter	X	milligram per liter	
PlantAssociated	salt_regm	NaCl;5 gram per liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"gram, microgram, mole per liter, gram per liter"	
PlantAssociated	water_temp_regm	15 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	degree Celsius	
PlantAssociated	watering_regm	1 liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X	"milliliter, liter"	
PlantAssociated	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
PlantAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
PlantAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
PlantAssociated	oxy_stat_samp	aerobic	X		
PlantAssociated	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
PlantAssociated	samp_store_loc	Freezer no:5	X		
PlantAssociated	biol_stat	natural	X		
PlantAssociated	genetic_mod	aox1A transgenic	X		
PlantAssociated	samp_capt_status	farm sample	X		
PlantAssociated	host_phenotype	seed pod; green [PATO:0000320]	X		
PlantAssociated	biotic_regm	sample inoculated with Rhizobium spp. Culture	X		
PlantAssociated	climate_environment	tropical climate;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X		
PlantAssociated	cult_root_med	http://himedialabs.com/TD/PT158.pdf	X		
PlantAssociated	growth_facil	Growth chamber [CO_715:0000189]	X		
PlantAssociated	growth_habit	spreading	X		
PlantAssociated	mechanical_damage	pruning;bark	X		
PlantAssociated	ph_regm	7.6;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M	X		
PlantAssociated	plant_growth_med	hydroponic plant culture media [EO:0007067]	X		
PlantAssociated	plant_product	xylem sap [PO:0025539]	X		
PlantAssociated	plant_sex	Hermaphroditic	X		
PlantAssociated	plant_struc	epidermis [PO:0005679]	X		
PlantAssociated	root_cond	http://himedialabs.com/TD/PT158.pdf	X		
PlantAssociated	root_med_ph	7.5	X		
PlantAssociated	root_med_solid	agar	X		
PlantAssociated	season_environment	rainy;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X		
PlantAssociated	standing_water_regm	standing water;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M	X		
PlantAssociated	tiss_cult_growth_med	https://link.springer.com/content/pdf/10.1007/BF02796489.pdf	X		
PlantAssociated	samp_name	ISDsoil1	M		
PlantAssociated	host_symbiont	flukeworms	X		
PlantAssociated	host_subspecf_genlin	"serovar:Newport, variety:glabrum, cultivar: Red Delicious"	X		#227 & #256
Sediment	depth	10 meter	M	meter	
Sediment	project_name	Forest soil metagenome	M		
Sediment	elev	100 meter	C	meter	
Sediment	methane	0.15 micromole per liter	X	"micromole per liter, parts per billion, parts per million"	
Sediment	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
Sediment	samp_store_temp	-80 degree Celsius	X	degree Celsius	
Sediment	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
Sediment	temp	25 degree Celsius	X	degree Celsius	
Sediment	samp_store_dur	P1Y6M	X		
Sediment	diss_oxygen	175 micromole per kilogram	X	"micromole per kilogram, milligram per liter"	
Sediment	glucosidase_act	5 mol per liter per hour	X	mol per liter per hour	
Sediment	diss_org_nitro	0.05 micromole per liter	X	"microgram per liter, milligram per liter"	
Sediment	aminopept_act	0.269 mole per liter per hour	X	mole per liter per hour	
Sediment	bacteria_carb_prod	2.53 microgram per liter per hour	X	nanogram per hour	
Sediment	biomass	total;20 gram	X	"ton, kilogram, gram"	
Sediment	bishomohopanol	14 microgram per liter	X	"microgram per liter, microgram per gram"	
Sediment	bromide	0.05 parts per million	X	parts per million	
Sediment	chlorophyll	5 milligram per cubic meter	X	"milligram per cubic meter, microgram per liter"	
Sediment	diether_lipids	0.2 nanogram per liter	X	nanogram per liter	
Sediment	diss_hydrogen	0.3 micromole per liter	X	micromole per liter	
Sediment	phaeopigments	2.5 milligram per cubic meter	X	milligram per cubic meter	
Sediment	phosplipid_fatt_acid	2.98 milligram per liter	X	"mole per gram, mole per liter"	
Sediment	redox_potential	300 millivolt	X	millivolt	
Sediment	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
Sediment	silicate	0.05 micromole per liter	X	micromole per liter	
Sediment	water_content		X	gram per gram or cubic centimeter per cubic centimeter	
Sediment	turbidity	0.3 nephelometric turbidity units	X	"formazin turbidity unit, formazin nephelometric units"	
Sediment	org_matter	1.75 milligram per cubic meter	X	microgram per liter	
Sediment	org_nitro	4 micromole per liter	X	microgram per liter	
Sediment	particle_class		X	micrometer	
Sediment	porosity		X	percentage	
Sediment	carb_nitro_ratio	0.417361111	X		
Sediment	pressure	50 atmosphere	X	atmosphere	
Sediment	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
Sediment	sulfate	5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
Sediment	sulfide	2 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
Sediment	nitrate	65 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
Sediment	nitrite	0.5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
Sediment	ammonium	1.5 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
Sediment	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
Sediment	chloride	5000 milligram per liter	X	"milligram per liter, parts per million"	
Sediment	potassium	463 milligram per liter	X	"milligram per liter, parts per million"	
Sediment	magnesium	52.8 micromole per kilogram	X	"mole per liter, milligram per liter, parts per million, micromole per kilogram"	
Sediment	calcium	0.2 micromole per liter	X	"milligram per liter, micromole per liter, parts per million"	
Sediment	diss_org_carb	197 micromole per liter	X	"micromole per liter, milligram per liter"	
Sediment	diss_inorg_carb	2059 micromole per kilogram	X	"microgram per liter, milligram per liter, parts per million"	
Sediment	density	1000 kilogram per cubic meter	X	"gram per cubic meter, gram per cubic centimeter"	
Sediment	diss_carb_dioxide	5 milligram per liter	X	"micromole per liter, milligram per liter"	
Sediment	alkyl_diethers	0.005 mole per liter	X	mole per liter	
Sediment	mean_frict_vel	0.5 meter per second	X	meter per second	
Sediment	mean_peak_frict_vel	1 meter per second	X	meter per second	
Sediment	n_alkanes	n-hexadecane;100 milligram per liter	X	micromole per liter	
Sediment	nitro	4.2 micromole per liter	X	micromole per liter	
Sediment	phosphate	0.7 micromole per liter	X	micromole per liter	
Sediment	org_carb	1.5 microgram per liter	X	micromole per liter	
Sediment	part_org_carb	1.92 micromole per liter	X	microgram per liter	
Sediment	petroleum_hydrocarb	0.05 micromole per liter	X	micromole per liter	
Sediment	tot_carb		X	microgram per liter	
Sediment	tot_nitro_content		X	"microgram per liter, micromole per liter, milligram per liter"	
Sediment	tot_org_carb		X	gram Carbon per kilogram sample material	
Sediment	tot_depth_water_col	500 meter	X	meter	
Sediment	tidal_stage	high tide	X		
Sediment	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
Sediment	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
Sediment	oxy_stat_samp	aerobic	X		
Sediment	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
Sediment	samp_store_loc	Freezer no:5	X		
Sediment	ph	7.2	X		
Sediment	sediment_type	biogenous	X		
Sediment	samp_name	ISDsoil1	M		
Soil	depth	10 meter	M	meter	
Soil	project_name	Forest soil metagenome	M		
Soil	elev	100 meter	M	meter	
Soil	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
Soil	temp	25 degree Celsius	X	degree Celsius	
Soil	water_content		X	gram per gram or cubic centimeter per cubic centimeter	
Soil	org_matter	1.75 milligram per cubic meter	X	microgram per liter	
Soil	org_nitro	4 micromole per liter	X	microgram per liter	
Soil	cur_vegetation		X		
Soil	cur_vegetation_meth		X		
Soil	previous_land_use		X		
Soil	prev_land_use_meth		X		
Soil	crop_rotation	yes;R2/2017-01-01/2018-12-31/P6M	X		
Soil	flooding		X		
Soil	extreme_event		X		
Soil	horizon_meth		X		
Soil	sieving		X		
Soil	water_cont_soil_meth		X		
Soil	al_sat_meth		X		
Soil	pool_dna_extracts	yes;5	X		
Soil	store_cond	-20 degree Celsius freezer;P2Y10D	X		
Soil	link_climate_info		X		
Soil	link_class_info		X		
Soil	local_class		X		
Soil	local_class_meth		X		
Soil	soil_type	plinthosol [ENVO:00002250]	X		
Soil	soil_type_meth		X		
Soil	soil_text_measure		X		
Soil	soil_texture_meth		X		
Soil	tot_org_c_meth		X		
Soil	tot_nitro_cont_meth		X		
Soil	micro_biomass_meth		X		
Soil	link_addit_analys		X		
Soil	salinity_meth		X		
Soil	heavy_metals_meth		X		
Soil	tot_nitro_content		X	"microgram per liter, micromole per liter, milligram per liter"	
Soil	tot_org_carb		X	gram Carbon per kilogram sample material	
Soil	al_sat		X	percentage	
Soil	agrochem_addition	roundup;5 milligram per liter;2018-06-21	X	"gram, mole per liter, milligram per liter"	
Soil	annual_temp	12.5 degree Celsius	X	degree Celsius	
Soil	season_temp	18 degree Celsius	X	degree Celsius	
Soil	annual_precpt		X	millimeter	
Soil	season_precpt		X	millimeter	
Soil	slope_gradient		X	percentage	
Soil	slope_aspect		X	degree	
Soil	microbial_biomass		X	"ton, kilogram, gram per kilogram soil"	
Soil	heavy_metals	mercury;0.09 micrograms per gram	X	microgram per gram	
Soil	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
Soil	ph	7.2	X		
Soil	cur_land_use	conifers	X		
Soil	tillage	chisel	X		
Soil	soil_horizon	A horizon	X		
Soil	fao_class	Luvisols	X		
Soil	profile_position	summit	X		
Soil	drainage_class	well	X		
Soil	fire		X		
Soil	ph_meth		X		
Soil	samp_name	ISDsoil1	M		
SymbiontAssociated	lat_lon	50.586825 6.408977	M		
SymbiontAssociated	geo_loc_name	"USA: Maryland, Bethesda"	M		
SymbiontAssociated	collection_date	2018-05-11T10:00:00+01:00; 2018-05-11	M		
SymbiontAssociated	env_broad_scale	forest biome [ENVO:01000174]	M		
SymbiontAssociated	env_local_scale	litter layer [ENVO:01000338]	M		
SymbiontAssociated	env_medium	intestine environment [ENVO:2100002]	M		
SymbiontAssociated	depth	10 meter	C	meter	
SymbiontAssociated	source_mat_id	MPI012345	X		
SymbiontAssociated	project_name	Forest soil metagenome	M		
SymbiontAssociated	elev	100 meter	C	meter	
SymbiontAssociated	alt	100 meter	C	meter	
SymbiontAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	number of organism per cubic meter	
SymbiontAssociated	samp_salinity	1 milligram per liter	X	"milligram per liter, practical salinity unit, percentage"	
SymbiontAssociated	samp_store_temp		X	degree Celsius	
SymbiontAssociated	samp_vol_we_dna_ext		X	"millliter, gram, milligram"	
SymbiontAssociated	temp	25 degree Celsius	X	degree Celsius	
SymbiontAssociated	samp_store_dur	P1Y6M	X		
SymbiontAssociated	host_common_name	trematode	X		
SymbiontAssociated	host_taxid	395013	X		
SymbiontAssociated	host_life_stage	redia	M		
SymbiontAssociated	host_substrate		X		
SymbiontAssociated	host_infra_specific_name		X		
SymbiontAssociated	host_infra_specific_rank		X		
SymbiontAssociated	host_age		X	"year, day, hour"	
SymbiontAssociated	host_length		X	"nanometre, micrometre, millimeter, centimeter, meter"	
SymbiontAssociated	host_dry_mass		X	"kilogram, gram"	
SymbiontAssociated	host_color		X		
SymbiontAssociated	host_shape		X		
SymbiontAssociated	host_tot_mass		X	"kilogram, gram, cell number"	
