class	Structured comment name	Requirement	schemasheets cardinality	cardinality	recommended	in_subset	github ticket	Example
FoodAnimalAndAnimalFeed	spikein_amr	X				packages_tab		wild type [ARO:3004432]
FoodAnimalAndAnimalFeed	spikein_antibiotic	X				packages_tab		Tetracycline at 5 mg/ml
FoodAnimalAndAnimalFeed	spikein_count	X				packages_tab		total prokaryotes;3.5e7 colony forming units per milliliter;qPCR
FoodAnimalAndAnimalFeed	spikein_growth_med	X				packages_tab		LB broth [MCO:0000036]
FoodAnimalAndAnimalFeed	spikein_metal	X				packages_tab		Cd at 20 ppm
FoodAnimalAndAnimalFeed	spikein_org	X				packages_tab		Listeria monocytogenes [NCIT:C86502]|28901
FoodAnimalAndAnimalFeed	spikein_serovar	X				packages_tab		Escherichia coli strain O157:H7 [NCIT:C86883]|83334
FoodAnimalAndAnimalFeed	spikein_strain	X				packages_tab		169963
FoodAnimalAndAnimalFeed	study_design	X				packages_tab		in vitro design [OBI:0001285]
FoodAnimalAndAnimalFeed	study_inc_dur	X				packages_tab		P24H
FoodAnimalAndAnimalFeed	study_inc_temp	X				packages_tab		37 degree Celsius
FoodAnimalAndAnimalFeed	study_timecourse	X				packages_tab		2 days post inoculation
FoodAnimalAndAnimalFeed	study_tmnt	X				packages_tab		"Factor A|spike-in|levels high, medium, low"
FoodAnimalAndAnimalFeed	temp	X				packages_tab		25 degree Celsius
FoodAnimalAndAnimalFeed	timepoint	X				packages_tab		P24H
FoodFarmEnvironment	adjacent_environment	X				packages_tab		estuarine biome [ENVO:01000020]
FoodFarmEnvironment	air_flow_impede	X				packages_tab		obstructed;hay bales; 2 m
FoodFarmEnvironment	air_pm_concen	X				packages_tab		PM2.5;10 microgram per cubic meter
FoodFarmEnvironment	ances_data	X				packages_tab		A/3*B
FoodFarmEnvironment	anim_water_method	X				packages_tab		water trough [EOL:0001618]
FoodFarmEnvironment	animal_diet	X				packages_tab		Hay [FOODON_03301763]
FoodFarmEnvironment	animal_feed_equip	X				packages_tab		self feeding [EOL:0001645]| straight feed trough [EOL:0001661]
FoodFarmEnvironment	animal_group_size	X				packages_tab		80
FoodFarmEnvironment	animal_housing	X				packages_tab		pen rearing system [EOL:0001636]
FoodFarmEnvironment	animal_intrusion	X				packages_tab		Thripidae [NCBITaxon:45053]
FoodFarmEnvironment	biotic_regm	M				packages_tab		sample inoculated with Rhizobium spp. Culture
FoodFarmEnvironment	chem_administration	M				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
FoodFarmEnvironment	collection_date	M				packages_tab		2018-05-11T10:00:00+01:00
FoodFarmEnvironment	conduc	X				packages_tab		10 milliSiemens per centimeter
FoodFarmEnvironment	crop_rotation	X				packages_tab		yes;R2/2017-01-01/2018-12-31/P6M
FoodFarmEnvironment	crop_yield	X				packages_tab		570 kilogram per metre square
FoodFarmEnvironment	cult_isol_date	X				packages_tab		2018-05-11T10:00:00+01:00
FoodFarmEnvironment	cult_result	X				packages_tab		positive
FoodFarmEnvironment	cult_result_org	X				packages_tab		Listeria monocytogenes [NCIT:C86502]
FoodFarmEnvironment	cult_target	X				packages_tab		Listeria monocytogenes [NCIT:C86502]
FoodFarmEnvironment	date_extr_weath	X				packages_tab		2018-05-11:T14:30Z
FoodFarmEnvironment	depth	M				packages_tab		10 meter
FoodFarmEnvironment	enrichment_protocol	X				packages_tab		BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria
FoodFarmEnvironment	env_broad_scale	M				packages_tab		forest biome [ENVO:01000174]
FoodFarmEnvironment	env_local_scale	M				packages_tab		litter layer [ENVO:01000338]
FoodFarmEnvironment	env_medium	M				packages_tab		soil [ENVO:00001998]
FoodFarmEnvironment	extr_weather_event	X				packages_tab		hail
FoodFarmEnvironment	farm_equip	X				packages_tab		combine harvester [AGRO:00000473]
FoodFarmEnvironment	farm_equip_san	X				packages_tab		"hot water pressure wash, hypochlorite solution, 50 parts per million"
FoodFarmEnvironment	farm_equip_san_freq	X				packages_tab		Biweekly
FoodFarmEnvironment	farm_equip_shared	X				packages_tab		combine harvester [AGRO:00000473]
FoodFarmEnvironment	farm_water_source	C				packages_tab		water well (ENVO:01000002)
FoodFarmEnvironment	fertilizer_admin	X				packages_tab		fish emulsion [AGRO:00000082]
FoodFarmEnvironment	fertilizer_date	X				packages_tab		2018-05-11T10:00:00+01:00
FoodFarmEnvironment	food_clean_proc	X				packages_tab		rinsed with water|scrubbed with brush
FoodFarmEnvironment	food_contact_surf	X				packages_tab		cellulose acetate [FOODON:03500034]
FoodFarmEnvironment	food_contain_wrap	X				packages_tab		Plastic shrink-pack [FOODON:03490137]
FoodFarmEnvironment	food_harvest_proc	X				packages_tab		hand-picked
FoodFarmEnvironment	food_pack_medium	X				packages_tab		vacuum-packed [FOODON:03480027]
FoodFarmEnvironment	food_preserv_proc	X				packages_tab		food slow freezing [FOODON:03470128]
FoodFarmEnvironment	food_prod_char	X				packages_tab		wild caught
FoodFarmEnvironment	food_product_type	M				packages_tab		"shrimp (peeled, deep-frozen) [FOODON:03317171]"
FoodFarmEnvironment	food_quality_date	X				packages_tab		best by 2020-05-24
FoodFarmEnvironment	food_source	X				packages_tab	#252	giant tiger prawn [FOODON:03412612]
FoodFarmEnvironment	food_trav_mode	X				packages_tab		train travel [GENEPIO:0001060]
FoodFarmEnvironment	food_trav_vehic	X				packages_tab		aircraft [ENVO:01001488]|car [ENVO:01000605]
FoodFarmEnvironment	food_treat_proc	X				packages_tab		gluten removal process [FOODON:03460750]
FoodFarmEnvironment	genetic_mod	X				packages_tab		aox1A transgenic
FoodFarmEnvironment	geo_loc_name	M				packages_tab		"USA: Maryland, Bethesda"
FoodFarmEnvironment	growth_habit	X				packages_tab		spreading
FoodFarmEnvironment	growth_medium	X				packages_tab		LB broth
FoodFarmEnvironment	host_age	X				packages_tab		10 days
FoodFarmEnvironment	host_disease_stat	C				packages_tab		downy mildew
FoodFarmEnvironment	host_dry_mass	X				packages_tab		500 gram
FoodFarmEnvironment	host_genotype	X				packages_tab	 	Ts
FoodFarmEnvironment	host_height	X				packages_tab		1 meter
FoodFarmEnvironment	host_length	X				packages_tab		1 meter
FoodFarmEnvironment	host_phenotype	X				packages_tab		seed pod; green [PATO:0000320]
FoodFarmEnvironment	host_subspecf_genlin	X				packages_tab	#227 & #256	"serovar:Newport, variety:glabrum, cultivar: Red Delicious"
FoodFarmEnvironment	host_taxid	X				packages_tab		4530
FoodFarmEnvironment	host_tot_mass	X				packages_tab		2500 gram
FoodFarmEnvironment	humidity	X				packages_tab		30% relative humidity
FoodFarmEnvironment	ifsac_category	M				packages_tab		Plants:Produce:Vegetables:Herbs:Dried Herbs
FoodFarmEnvironment	intended_consumer	X				packages_tab		9606 o rsenior as food consumer [FOODON:03510254] 
FoodFarmEnvironment	lat_lon	M				packages_tab		50.586825 6.408977
FoodFarmEnvironment	library_prep_kit	X				packages_tab		Illumina DNA Prep
FoodFarmEnvironment	lot_number	X				packages_tab		"1239ABC01A, split Cornish hens"
FoodFarmEnvironment	mechanical_damage	X				packages_tab		pruning;bark
FoodFarmEnvironment	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
FoodFarmEnvironment	nucl_acid_ext	X				packages_tab		https://mobio.com/media/wysiwyg/pdfs/protocols/12888.pdf
FoodFarmEnvironment	organism_count	X				packages_tab		total prokaryotes;3.5e7 colony forming units per milliliter;qPCR
FoodFarmEnvironment	part_plant_animal	X				packages_tab		chuck [FOODON:03530021]
FoodFarmEnvironment	perturbation	X				packages_tab	 	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
FoodFarmEnvironment	ph	X				packages_tab		7.2
FoodFarmEnvironment	ph_meth	X				packages_tab		https://www.epa.gov/sites/production/files/2015-12/documents/9040c.pdf
FoodFarmEnvironment	plant_growth_med	X				packages_tab		soil
FoodFarmEnvironment	plant_part_maturity	X				packages_tab		ripe or mature [FOODON:03530052]
FoodFarmEnvironment	plant_reprod_crop	X				packages_tab		seedling
FoodFarmEnvironment	plant_water_method	C				packages_tab		drip irrigation process [AGRO:00000056]
FoodFarmEnvironment	previous_land_use	X				packages_tab		fallow; 2018-05-11:T14:30Z
FoodFarmEnvironment	prod_label_claims	X				packages_tab	#298	free range
FoodFarmEnvironment	project_name	M				packages_tab		Forest soil metagenome
FoodFarmEnvironment	rel_location	X				packages_tab		furrow
FoodFarmEnvironment	repository_name	X				packages_tab		FDA CFSAN Microbiology Laboratories
FoodFarmEnvironment	root_cond	X				packages_tab		http://himedialabs.com/TD/PT158.pdf
FoodFarmEnvironment	root_med_carbon	X				packages_tab		sucrose
FoodFarmEnvironment	root_med_macronutr	X				packages_tab		KH2PO4;170 milligram per liter
FoodFarmEnvironment	root_med_micronutr	X				packages_tab		H3BO3;6.2 milligram per liter
FoodFarmEnvironment	root_med_ph	X				packages_tab		7.5
FoodFarmEnvironment	salinity	X				packages_tab		25 practical salinity unit
FoodFarmEnvironment	salinity_meth	X				packages_tab		PMID: 22895776
FoodFarmEnvironment	samp_collect_device	X				packages_tab		"swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]"
FoodFarmEnvironment	samp_name	M				packages_tab		ISDsoil1
FoodFarmEnvironment	samp_pooling	X				packages_tab		5uL of extracted genomic DNA from 5 leaves were pooled
FoodFarmEnvironment	samp_purpose	X				packages_tab		field trial
FoodFarmEnvironment	samp_size	X				packages_tab		5 liters
FoodFarmEnvironment	samp_source_mat_cat	X				packages_tab		environmental (swab or sampling) [GENEPIO:0001732]
FoodFarmEnvironment	samp_stor_dur	X				packages_tab		P1Y6M
FoodFarmEnvironment	samp_stor_temp	X				packages_tab		-80 degree Celsius
FoodFarmEnvironment	samp_type	M				packages_tab	 	built environment sample [GENEPIO:0001248]
FoodFarmEnvironment	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
FoodFarmEnvironment	season	X				packages_tab		autumn [NCIT:C94733]
FoodFarmEnvironment	season_humidity	X				packages_tab		25%
FoodFarmEnvironment	season_precpt	X				packages_tab		75 millimeters
FoodFarmEnvironment	season_temp	X				packages_tab		18 degree Celsius
FoodFarmEnvironment	seq_meth	M				packages_tab		454 Genome Sequencer FLX [OBI:0000702]
FoodFarmEnvironment	sequencing_kit	X				packages_tab		NextSeq 500/550 High Output Kit v2.5 (75 Cycles)
FoodFarmEnvironment	sequencing_location	X				packages_tab		University of Maryland Genomics Resource Center
FoodFarmEnvironment	serovar_or_serotype	X				packages_tab		Escherichia coli strain O157:H7 [NCIT:C86883]
FoodFarmEnvironment	size_frac_low	X				packages_tab		0.2 micrometer
FoodFarmEnvironment	size_frac_up	X				packages_tab		20 micrometer
FoodFarmEnvironment	soil_conductivity	X				packages_tab		10 milliSiemens per centimeter
FoodFarmEnvironment	soil_cover	X				packages_tab		bare soil [ENVO01001616]
FoodFarmEnvironment	soil_ph	X				packages_tab		7.2
FoodFarmEnvironment	soil_porosity	X				packages_tab		20%
FoodFarmEnvironment	soil_temp	X				packages_tab		25 degrees Celsius
FoodFarmEnvironment	soil_texture_class	X				packages_tab		silty clay loam
FoodFarmEnvironment	soil_texture_meth	X				packages_tab		https://uwlab.soils.wisc.edu/wp-content/uploads/sites/17/2015/09/particle_size.pdf (hydrometer method)
FoodFarmEnvironment	soil_type	X				packages_tab		plinthosol [ENVO:00002250]
FoodFarmEnvironment	soil_type_meth	X				packages_tab		Frederick series; Weikert series
FoodFarmEnvironment	solar_irradiance	X				packages_tab		1.36 kilowatts per square meter per day
FoodFarmEnvironment	spikein_antibiotic	X				packages_tab		Tetracycline at 5 mg/ml
FoodFarmEnvironment	spikein_count	X				packages_tab	maybe MIXS:0001335	total prokaryotes;3.5e7 colony forming units per milliliter;qPCR
FoodFarmEnvironment	spikein_growth_med	X				packages_tab		LB broth [MCO:0000036]
FoodFarmEnvironment	spikein_metal	X				packages_tab		Cd at 20 ppm
FoodFarmEnvironment	spikein_org	X				packages_tab		Listeria monocytogenes [NCIT:C86502]|28901
FoodFarmEnvironment	spikein_serovar	X				packages_tab		Escherichia coli strain O157:H7 [NCIT:C86883]|83334
FoodFarmEnvironment	spikein_strain	X				packages_tab		169963
FoodFarmEnvironment	temp	X				packages_tab		25 degree Celsius
FoodFarmEnvironment	tillage	X				packages_tab		chisel
FoodFarmEnvironment	timepoint	X				packages_tab		P24H
FoodFarmEnvironment	tot_nitro_cont_meth	X				packages_tab		https://currentprotocols.onlinelibrary.wiley.com/doi/abs/10.1002/0471142913.fab0102s00
FoodFarmEnvironment	tot_nitro_content	X				packages_tab		35 milligrams Nitrogen per kilogram of soil
FoodFarmEnvironment	tot_org_c_meth	X				packages_tab		https://www.epa.gov/sites/production/files/2015-12/documents/9060a.pdf
FoodFarmEnvironment	tot_org_carb	X				packages_tab		2%
FoodFarmEnvironment	turbidity	X				packages_tab		0.3 nephelometric turbidity units
FoodFarmEnvironment	ventilation_rate	X				packages_tab		750 cubic meter per minute
FoodFarmEnvironment	ventilation_type	X				packages_tab		Operable windows
FoodFarmEnvironment	water_frequency	X				packages_tab		2 per day
FoodFarmEnvironment	water_ph	X				packages_tab		7.2
FoodFarmEnvironment	water_source_adjac	X				packages_tab		feedlot [ENVO:01000627]
FoodFarmEnvironment	water_source_shared	X				packages_tab		no sharing
FoodFarmEnvironment	wind_direction	X				packages_tab		0 degrees; Northwest
FoodFarmEnvironment	wind_speed	X				packages_tab		1.6 kilometers per hour
FoodFoodProductionFacility	air_temp	X				packages_tab		4 degree Celsius
FoodFoodProductionFacility	area_samp_size	X				packages_tab		12 centimeter x 12 centimeter
FoodFoodProductionFacility	avg_occup	X				packages_tab		6
FoodFoodProductionFacility	bacterial_density	X				packages_tab		10 colony forming units per gram dry weight
FoodFoodProductionFacility	biocide_used	X				packages_tab		Quaternary ammonium compound|SterBac
FoodFoodProductionFacility	coll_site_geo_feat	M				packages_tab		grocery store [GENEPIO:0001020]
FoodFoodProductionFacility	collection_date	M				packages_tab		2018-05-11T10:00:00+01:00
FoodFoodProductionFacility	cult_isol_date	X				packages_tab		2018-05-11T10:00:00+01:00
FoodFoodProductionFacility	cult_result	X				packages_tab		positive
FoodFoodProductionFacility	cult_result_org	X				packages_tab		Listeria monocytogenes [NCIT:C86502]
FoodFoodProductionFacility	cult_target	X				packages_tab		Listeria monocytogenes [NCIT:C86502]
FoodFoodProductionFacility	dietary_claim_use	X				packages_tab		No preservatives [FOODON:03510113]
FoodFoodProductionFacility	enrichment_protocol	X				packages_tab		BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria
FoodFoodProductionFacility	env_broad_scale	M				packages_tab		forest biome [ENVO:01000174]
FoodFoodProductionFacility	env_local_scale	M				packages_tab		litter layer [ENVO:01000338]
FoodFoodProductionFacility	env_medium	M				packages_tab		soil [ENVO:00001998]
FoodFoodProductionFacility	env_monitoring_zone	X				packages_tab		Zone 1
FoodFoodProductionFacility	experimental_factor	X				packages_tab		time series design [EFO:EFO_0001779]
FoodFoodProductionFacility	facility_type	X				packages_tab		manufacturing-processing
FoodFoodProductionFacility	food_additive	X				packages_tab		xanthan gum [FOODON_03413321]
FoodFoodProductionFacility	food_allergen_label	X				packages_tab		food allergen labelling about crustaceans and products thereof [FOODON:03510215]
FoodFoodProductionFacility	food_contact_surf	M				packages_tab		cellulose acetate [FOODON:03500034]
FoodFoodProductionFacility	food_contain_wrap	X				packages_tab		Plastic shrink-pack [FOODON:03490137]
FoodFoodProductionFacility	food_cooking_proc	X				packages_tab		food blanching [FOODON:03470175]
FoodFoodProductionFacility	food_dis_point	X				packages_tab		"USA: Delmarva, Peninsula"
FoodFoodProductionFacility	food_dis_point_city	X				packages_tab		Atlanta[GAZ:00004445]
FoodFoodProductionFacility	food_ingredient	X				packages_tab		bean (whole) [FOODON:00002753]
FoodFoodProductionFacility	food_name_status	X				packages_tab		protected geographic indication [FOODON:03530256]
FoodFoodProductionFacility	food_origin	X				packages_tab		"USA: Delmarva, Peninsula"
FoodFoodProductionFacility	food_pack_capacity	X				packages_tab		454 grams
FoodFoodProductionFacility	food_pack_integrity	X				packages_tab		food packing medium compromised [FOODON:00002517]
FoodFoodProductionFacility	food_pack_medium	X				packages_tab		vacuum-packed [FOODON:03480027]
FoodFoodProductionFacility	food_preserv_proc	X				packages_tab		food slow freezing [FOODON:03470128]
FoodFoodProductionFacility	food_prior_contact	X				packages_tab		processed in stainless steel container [FOODON:03530081]
FoodFoodProductionFacility	food_prod	X				packages_tab		organic plant cultivation [FOODON:03530253]
FoodFoodProductionFacility	food_prod_char	X				packages_tab		wild caught
FoodFoodProductionFacility	food_prod_synonym	X				packages_tab		pinot gris
FoodFoodProductionFacility	food_product_qual	M				packages_tab		raw [FOODON:03311126]
FoodFoodProductionFacility	food_product_type	M				packages_tab		"shrimp (peeled, deep-frozen) [FOODON:03317171]"
FoodFoodProductionFacility	food_quality_date	X				packages_tab		best by 2020-05-24
FoodFoodProductionFacility	food_source	X				packages_tab	#252	giant tiger prawn [FOODON:03412612]
FoodFoodProductionFacility	food_trace_list	X				packages_tab		tropical tree fruits
FoodFoodProductionFacility	food_trav_mode	X				packages_tab		train travel [GENEPIO:0001060]
FoodFoodProductionFacility	food_trav_vehic	X				packages_tab		aircraft [ENVO:01001488]|car [ENVO:01000605]
FoodFoodProductionFacility	food_treat_proc	X				packages_tab		gluten removal process [FOODON:03460750]
FoodFoodProductionFacility	freq_clean	X				packages_tab		Daily
FoodFoodProductionFacility	genetic_mod	X				packages_tab		aox1A transgenic
FoodFoodProductionFacility	geo_loc_name	M				packages_tab		"USA: Maryland, Bethesda"
FoodFoodProductionFacility	haccp_term	X				packages_tab		tetrodotoxic poisoning [FOODON:03530249]
FoodFoodProductionFacility	hygienic_area	X				packages_tab		Low Hygiene Area
FoodFoodProductionFacility	ifsac_category	M				packages_tab		Plants:Produce:Vegetables:Herbs:Dried Herbs
FoodFoodProductionFacility	indoor_surf	X				packages_tab		wall
FoodFoodProductionFacility	intended_consumer	X				packages_tab		9606 o rsenior as food consumer [FOODON:03510254] 
FoodFoodProductionFacility	lat_lon	M				packages_tab		50.586825 6.408977
FoodFoodProductionFacility	library_prep_kit	X				packages_tab		Illumina DNA Prep
FoodFoodProductionFacility	lot_number	X				packages_tab		"1239ABC01A, split Cornish hens"
FoodFoodProductionFacility	microb_cult_med	X				packages_tab		brain heart infusion agar [MICRO:0000566]
FoodFoodProductionFacility	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
FoodFoodProductionFacility	nucl_acid_ext	X				packages_tab		https://mobio.com/media/wysiwyg/pdfs/protocols/12888.pdf
FoodFoodProductionFacility	nucl_acid_ext_kit	X				packages_tab		Qiagen PowerSoil Kit
FoodFoodProductionFacility	num_samp_collect	X				packages_tab		116 samples
FoodFoodProductionFacility	organism_count	X				packages_tab		total prokaryotes;3.5e7 colony forming units per milliliter;qPCR
FoodFoodProductionFacility	part_plant_animal	X				packages_tab		chuck [FOODON:03530021]
FoodFoodProductionFacility	pool_dna_extracts	X				packages_tab		"yes, 5"
FoodFoodProductionFacility	prod_label_claims	X				packages_tab	#298	free range
FoodFoodProductionFacility	project_name	M				packages_tab		Forest soil metagenome
FoodFoodProductionFacility	repository_name	X				packages_tab		FDA CFSAN Microbiology Laboratories
FoodFoodProductionFacility	room_dim	X				packages_tab		4 meter x 4 meter x 4 meter
FoodFoodProductionFacility	samp_collect_device	X				packages_tab		"biopsy, niskin bottle, push core"
FoodFoodProductionFacility	samp_collect_method	X				packages_tab		environmental swab sampling
FoodFoodProductionFacility	samp_floor	X				packages_tab		4th floor
FoodFoodProductionFacility	samp_loc_condition	X				packages_tab		new
FoodFoodProductionFacility	samp_name	M				packages_tab		ISDsoil1
FoodFoodProductionFacility	samp_pooling	X				packages_tab		5uL of extracted genomic DNA from 5 leaves were pooled
FoodFoodProductionFacility	samp_purpose	X				packages_tab		field trial
FoodFoodProductionFacility	samp_rep_biol	X				packages_tab		6 replicates
FoodFoodProductionFacility	samp_rep_tech	X				packages_tab		10 replicates
FoodFoodProductionFacility	samp_room_id	X				packages_tab		
FoodFoodProductionFacility	samp_size	X				packages_tab		5 liters
FoodFoodProductionFacility	samp_source_mat_cat	M				packages_tab		environmental swab specimen [OBI:0002613]
FoodFoodProductionFacility	samp_stor_device	M				packages_tab		Whirl Pak sampling bag [GENEPIO:0002122]
FoodFoodProductionFacility	samp_stor_dur	X				packages_tab		P1Y6M
FoodFoodProductionFacility	samp_stor_loc	X				packages_tab		freezer 5
FoodFoodProductionFacility	samp_stor_media	M				packages_tab		peptone water medium [MICRO:0000548]
FoodFoodProductionFacility	samp_stor_temp	X				packages_tab		-80 degree Celsius
FoodFoodProductionFacility	samp_surf_moisture	X				packages_tab		submerged
FoodFoodProductionFacility	samp_transport_cont	X				packages_tab		cooler
FoodFoodProductionFacility	samp_transport_dur	X				packages_tab		P10D
FoodFoodProductionFacility	samp_transport_temp	X				packages_tab		4 degree Celsius
FoodFoodProductionFacility	samp_type	M				packages_tab	#208	built environment sample [GENEPIO:0001248]
FoodFoodProductionFacility	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
FoodFoodProductionFacility	seq_meth	M				packages_tab		454 Genome Sequencer FLX [OBI:0000702]
FoodFoodProductionFacility	sequencing_kit	X				packages_tab		NextSeq 500/550 High Output Kit v2.5 (75 Cycles)
FoodFoodProductionFacility	sequencing_location	X				packages_tab		University of Maryland Genomics Resource Center
FoodFoodProductionFacility	spec_intended_cons	X				packages_tab		senior as food consumer [FOODON:03510254]
FoodFoodProductionFacility	ster_meth_samp_room	X				packages_tab		ultraviolet radiation [ENVO:21001216]|infrared radiation [ENVO:21001214]
FoodFoodProductionFacility	study_design	X				packages_tab		in vitro design [OBI:0001285]
FoodFoodProductionFacility	study_inc_dur	X				packages_tab		P24H
FoodFoodProductionFacility	study_inc_temp	X				packages_tab		37 degree Celsius
FoodFoodProductionFacility	study_timecourse	X				packages_tab		2 days post inoculation
FoodFoodProductionFacility	study_tmnt	X				packages_tab		"Factor A|spike-in|levels high, medium, low"
FoodFoodProductionFacility	subspecf_gen_lin					packages_tab	#256	serovar:Newport
FoodFoodProductionFacility	surf_material	X				packages_tab		wood
FoodFoodProductionFacility	timepoint	X				packages_tab		P24H
FoodHumanFoods	bacterial_density	X				packages_tab		10 colony forming units per gram dry weight
FoodHumanFoods	coll_site_geo_feat	M				packages_tab		grocery store [ENVO:01000984]
FoodHumanFoods	collection_date	M				packages_tab		2018-05-11T10:00:00+01:00
FoodHumanFoods	cons_food_stor_dur	X				packages_tab		P5D
FoodHumanFoods	cons_food_stor_temp	X				packages_tab		4 degree Celsius
FoodHumanFoods	cons_purch_date	X				packages_tab		11/30/19
FoodHumanFoods	cons_qty_purchased	X				packages_tab		5 cans
FoodHumanFoods	cult_isol_date	X				packages_tab		2018-05-11T10:00:00+01:00
FoodHumanFoods	cult_result	X				packages_tab		positive
FoodHumanFoods	cult_result_org	X				packages_tab		Listeria monocytogenes [NCIT:C86502]
FoodHumanFoods	cult_target	X				packages_tab		Listeria monocytogenes [NCIT:C86502]
FoodHumanFoods	dietary_claim_use	X				packages_tab		No preservatives [FOODON:03510113]
FoodHumanFoods	enrichment_protocol	X				packages_tab		BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria
FoodHumanFoods	env_broad_scale	M				packages_tab		oceanic epipelagic zone biome [ENVO:01000033] for annotating a water sample from the photic zone in middle of the Atlantic Ocean
FoodHumanFoods	env_local_scale	M				packages_tab		litter layer [ENVO:01000338]; Annotating a pooled sample taken from various vegetation layers in a forest consider: canopy [ENVO:00000047]|herb and fern layer [ENVO:01000337]|litter layer [ENVO:01000338]|understory [01000335]|shrub layer [ENVO:01000336].
FoodHumanFoods	env_medium	M				packages_tab		"soil [ENVO:00001998]; Annotating a fish swimming in the upper 100 m of the Atlantic Ocean, consider: ocean water [ENVO:00002151]. Example: Annotating a duck on a pond consider: pond water [ENVO:00002228]|air [ENVO_00002005]"
FoodHumanFoods	experimental_factor	X				packages_tab		time series design [EFO:0001779]
FoodHumanFoods	ferm_chem_add	C				packages_tab		salt
FoodHumanFoods	ferm_chem_add_perc	C				packages_tab		1%
FoodHumanFoods	ferm_headspace_oxy	C				packages_tab		5%
FoodHumanFoods	ferm_medium	C				packages_tab		molasses
FoodHumanFoods	ferm_ph	C				packages_tab		4.5
FoodHumanFoods	ferm_rel_humidity	C				packages_tab		95% RH
FoodHumanFoods	ferm_temp	C				packages_tab		22 degrees Celsius
FoodHumanFoods	ferm_time	C				packages_tab		P10D
FoodHumanFoods	ferm_vessel	C				packages_tab		steel drum
FoodHumanFoods	food_additive	X				packages_tab		xanthan gum [FOODON:03413321]
FoodHumanFoods	food_allergen_label	X				packages_tab		food allergen labelling about crustaceans and products thereof [FOODON:03510215]
FoodHumanFoods	food_contact_surf	X				packages_tab		cellulose acetate [FOODON:03500034]
FoodHumanFoods	food_contain_wrap	X				packages_tab		Plastic shrink-pack [FOODON:03490137]
FoodHumanFoods	food_cooking_proc	X				packages_tab		food blanching [FOODON:03470175]
FoodHumanFoods	food_dis_point	X				packages_tab		"USA: Delmarva Peninsula or USA: Georgia, Atlanta [GAZ:00004445]"
FoodHumanFoods	food_ingredient	X				packages_tab		bean (whole) [FOODON:00002753]
FoodHumanFoods	food_name_status	X				packages_tab		protected geographic indication [FOODON:03530256]
FoodHumanFoods	food_origin	X				packages_tab		"USA: Delmarva, Peninsula"
FoodHumanFoods	food_pack_capacity	X				packages_tab		454 grams
FoodHumanFoods	food_pack_integrity	X				packages_tab		food packing medium compromised [FOODON:00002517]
FoodHumanFoods	food_pack_medium	X				packages_tab		vacuum-packed[FOODON:03480027]
FoodHumanFoods	food_preserv_proc	X				packages_tab		food slow freezing [FOODON:03470128]
FoodHumanFoods	food_prior_contact	X				packages_tab		processed in stainless steel container [FOODON:03530081]
FoodHumanFoods	food_prod	X				packages_tab		organic plant cultivation [FOODON:03530253]
FoodHumanFoods	food_prod_synonym	X				packages_tab		pinot gris
FoodHumanFoods	food_product_qual	X				packages_tab		raw [FOODON:03311126]
FoodHumanFoods	food_product_type	M				packages_tab		"shrimp (peeled, deep-frozen) [FOODON:03317171]"
FoodHumanFoods	food_quality_date	X				packages_tab		best by 2020-05-24
FoodHumanFoods	food_source	X				packages_tab	#252	giant tiger prawn [FOODON:03412612]
FoodHumanFoods	food_trace_list	X				packages_tab		tropical tree fruits
FoodHumanFoods	food_trav_mode	X				packages_tab		train travel [GENEPIO:0001060]
FoodHumanFoods	food_trav_vehic	X				packages_tab		aircraft [ENVO:01001488]|car [ENVO:01000605]
FoodHumanFoods	food_treat_proc	X				packages_tab		gluten removal process [FOODON:03460750]
FoodHumanFoods	genetic_mod	X				packages_tab		aox1A transgenic
FoodHumanFoods	geo_loc_name	M				packages_tab		"USA: Maryland, Bethesda"
FoodHumanFoods	haccp_term	X				packages_tab		tetrodotoxic poisoning [FOODON:03530249]
FoodHumanFoods	ifsac_category	M				packages_tab		Plants:Produce:Vegetables:Herbs:Dried Herbs
FoodHumanFoods	intended_consumer	X				packages_tab		9606 o rsenior as food consumer [FOODON:03510254] 
FoodHumanFoods	lat_lon	M				packages_tab		50.586825 6.408977
FoodHumanFoods	library_prep_kit	X				packages_tab		Illumina DNA Prep
FoodHumanFoods	lot_number	X				packages_tab		"1239ABC01A, split Cornish hens"
FoodHumanFoods	microb_cult_med	X				packages_tab		brain heart infusion agar [MICRO:0000566]
FoodHumanFoods	microb_start	X				packages_tab		starter cultures [FOODON:03544454]
FoodHumanFoods	microb_start_count	X				packages_tab		total prokaryotes;3.5e9 colony forming units per milliliter;spread plate
FoodHumanFoods	microb_start_inoc	X				packages_tab		100 milligrams
